transaction_id,timestamp,card_id,amount,merchant_name,merchant_category,channel,cardholder_country,merchant_country,device_id,ip_address,date,is_fraud,hour_of_day,day_of_week,is_weekend,tx_velocity_1h,amount_scaled,country_match,is_cross_border,is_fraud_ring,is_micro_tx,device_id_missing,merchant_category_enc,channel_enc,probability,explanation
tx_000873,2026-04-25 17:43:45,card_047,37.03,Hydro-Quebec,utilities,online,CA,CA,dev_dcad83da,24.114.120.126,2026-04-25,False,17,5,1,0,1.6135076252723313,1,0,0,0,0,10,2,0.0,Score 0.00: General anomalous behavior detected by model
tx_000608,2026-04-25 18:35:18,card_033,92.02,Provigo,grocery,in_person,GB,GB,,,2026-04-25,False,18,5,1,0,1.4723199999999999,1,0,0,0,1,5,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000226,2026-04-25 19:32:23,card_012,27.35,Whole Foods,grocery,in_person,CA,CA,,,2026-04-25,False,19,5,1,0,1.3893827787655575,1,0,0,0,1,5,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000391,2026-04-25 19:35:05,card_021,135.46,Loblaws,grocery,in_person,CA,CA,,,2026-04-25,False,19,5,1,0,2.7282980866062436,1,0,0,0,1,5,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000914,2026-04-25 19:49:18,card_049,41.79,Amazon.ca,online_retail,online,CA,CA,dev_2d66c302,142.112.109.212,2026-04-25,False,19,5,1,0,2.613508442776735,1,0,0,0,0,6,2,0.0,Score 0.00: General anomalous behavior detected by model
tx_000735,2026-04-25 20:15:06,card_039,8.6,Joe Beef,restaurant,in_person,GB,GB,,,2026-04-25,False,20,5,1,0,0.47097480832420596,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000604,2026-04-25 20:44:00,card_032,28.46,Joe Beef,restaurant,in_person,CA,CA,,,2026-04-25,False,20,5,1,0,0.4927285318559557,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000456,2026-04-25 20:54:26,card_024,54.46,IGA,grocery,in_person,CA,CA,,,2026-04-25,False,20,5,1,0,1.3615,1,0,0,0,1,5,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000783,2026-04-26 00:12:55,card_042,29.24,Starbucks,restaurant,in_person,US,US,,,2026-04-26,False,0,6,1,0,1.6853025936599422,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000533,2026-04-26 01:13:16,card_028,102.56,IGA,grocery,in_person,CA,CA,,,2026-04-26,False,1,6,1,0,1.7652323580034424,1,0,0,0,1,5,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000250,2026-04-26 01:27:49,card_013,18.19,Hydro-Quebec,utilities,online,CA,CA,dev_e5c2222f,142.112.127.88,2026-04-26,False,1,6,1,0,0.37470388299515917,1,0,0,0,0,10,2,0.0,Score 0.00: General anomalous behavior detected by model
tx_000231,2026-04-26 01:41:26,card_012,8.84,Amazon.com,online_retail,online,CA,US,dev_08e633ee,142.112.161.191,2026-04-26,False,1,6,1,0,0.4490728981457962,0,1,0,0,0,6,2,0.02,Score 0.02: Cardholder country does not match merchant country
tx_000151,2026-04-26 02:10:03,card_008,31.89,Amazon.com,online_retail,online,CA,US,dev_a088f010,24.114.77.250,2026-04-26,False,2,6,1,0,1.2589814449269643,0,1,0,0,0,6,2,0.01,Score 0.01: Cardholder country does not match merchant country
tx_000615,2026-04-26 03:09:13,card_033,62.5,La Banquise,restaurant,in_person,GB,GB,,,2026-04-26,False,3,6,1,0,1.0,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000274,2026-04-26 03:12:08,card_014,39.84,Whole Foods,grocery,in_person,FR,FR,,,2026-04-26,False,3,6,1,0,2.171117166212534,1,0,0,0,1,5,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000441,2026-04-26 03:30:40,card_023,46.32,La Banquise,restaurant,in_person,CA,CA,,,2026-04-26,False,3,6,1,0,4.106382978723404,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000896,2026-04-26 04:40:50,card_048,16.42,Joe Beef,restaurant,in_person,CA,CA,,,2026-04-26,False,4,6,1,0,0.6067997043606801,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000317,2026-04-26 06:53:42,card_017,9.3,Cafe Olimpico,restaurant,in_person,CA,CA,,,2026-04-26,False,6,6,1,0,0.4260192395785617,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000540,2026-04-26 10:16:59,card_029,21.4,Amazon.com,online_retail,online,CA,US,dev_600be23f,24.114.188.131,2026-04-26,False,10,6,1,0,0.6384248210023866,0,1,0,0,0,6,2,0.07,Score 0.07: Cardholder country does not match merchant country
tx_000156,2026-04-26 10:26:15,card_008,84.46,Schwartz's,restaurant,in_person,CA,CA,,,2026-04-26,False,10,6,1,0,3.3343861034346625,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000400,2026-04-26 10:26:35,card_021,47.99,IGA,grocery,in_person,CA,CA,,,2026-04-26,False,10,6,1,0,0.9665659617321248,1,0,0,0,1,5,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000114,2026-04-26 11:31:03,card_006,85.7,Shell,gas,in_person,CA,CA,,,2026-04-26,False,11,6,1,0,1.9976689976689979,1,0,0,0,1,3,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000316,2026-04-26 12:12:06,card_017,22.57,Starbucks,restaurant,in_person,CA,CA,,,2026-04-26,False,12,6,1,0,1.033898305084746,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000743,2026-04-26 12:28:08,card_040,91.1,Tim Hortons,restaurant,in_person,CA,CA,,,2026-04-26,False,12,6,1,0,4.531211141507088,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000849,2026-04-26 12:40:31,card_045,20.83,QuickPay Online,online_retail,online,FR,CA,dev_ba413b67,90.5.136.131,2026-04-26,False,12,6,1,0,0.6895067858325057,0,1,0,0,0,6,2,0.04,Score 0.04: Cardholder country does not match merchant country
tx_000680,2026-04-26 12:47:39,card_036,20.0,Desjardins ATM,atm,atm,CA,CA,,,2026-04-26,False,12,6,1,0,0.40080160320641284,1,0,0,0,1,0,0,0.0,Score 0.00: General anomalous behavior detected by model
tx_000770,2026-04-26 13:04:38,card_041,374.46,Petro-Canada,gas,in_person,CA,CA,,,2026-04-26,False,13,6,1,0,14.578937122834336,1,0,0,0,1,3,1,0.01,Score 0.01: Amount is 14.6x the cardholder's typical median
tx_000406,2026-04-26 13:57:43,card_021,35.82,Metro,grocery,in_person,CA,CA,,,2026-04-26,False,13,6,1,0,0.7214501510574017,1,0,0,0,1,5,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000848,2026-04-26 14:56:02,card_045,60.0,RBC ATM,atm,atm,FR,FR,,,2026-04-26,False,14,6,1,0,1.9860973187686195,1,0,0,0,1,0,0,0.0,Score 0.00: General anomalous behavior detected by model
tx_000319,2026-04-26 17:26:44,card_017,80.0,Desjardins ATM,atm,atm,CA,CA,,,2026-04-26,False,17,6,1,0,3.664681630783326,1,0,0,0,1,0,0,0.0,Score 0.00: General anomalous behavior detected by model
tx_000747,2026-04-26 18:11:02,card_040,29.49,Cineplex,entertainment,in_person,CA,CA,,,2026-04-26,False,18,6,1,0,1.466799303655807,1,0,0,0,1,2,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000390,2026-04-26 18:24:19,card_020,52.46,Amazon.ca,online_retail,online,US,CA,dev_2877f7d9,98.207.57.78,2026-04-26,False,18,6,1,0,1.5594530321046374,0,1,0,0,0,6,2,0.02,Score 0.02: Cardholder country does not match merchant country
tx_000401,2026-04-26 19:40:54,card_021,57.93,Cafe Olimpico,restaurant,in_person,CA,CA,,,2026-04-26,False,19,6,1,0,1.1667673716012084,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000552,2026-04-26 20:13:27,card_029,3.9,Amazon.com,online_retail,online,CA,US,dev_72eedf3c,142.112.106.145,2026-04-26,False,20,6,1,0,0.11634844868735085,0,1,0,0,0,6,2,0.1,Score 0.10: Cardholder country does not match merchant country
tx_000806,2026-04-26 20:28:43,card_043,16.27,Shopify Merchant 1,online_retail,online,CA,CA,dev_c832252e,142.112.44.145,2026-04-26,False,20,6,1,0,0.8384437000772996,1,0,0,0,0,6,2,0.0,Score 0.00: General anomalous behavior detected by model
tx_000904,2026-04-26 20:41:09,card_049,22.19,Shopify Merchant 1,online_retail,online,CA,CA,dev_2d66c302,142.112.66.43,2026-04-26,False,20,6,1,0,1.3877423389618513,1,0,0,0,0,6,2,0.0,Score 0.00: General anomalous behavior detected by model
tx_000901,2026-04-26 20:54:08,card_048,40.0,RBC ATM,atm,atm,CA,CA,,,2026-04-26,False,20,6,1,0,1.4781966001478197,1,0,0,0,1,0,0,0.0,Score 0.00: General anomalous behavior detected by model
tx_000454,2026-04-26 21:13:18,card_024,80.0,RBC ATM,atm,atm,CA,CA,,,2026-04-26,False,21,6,1,0,2.0,1,0,0,0,1,0,0,0.0,Score 0.00: General anomalous behavior detected by model
tx_000375,2026-04-26 22:16:36,card_020,30.11,McDonald's,restaurant,in_person,US,US,,,2026-04-26,False,22,6,1,0,0.8950653983353151,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000587,2026-04-26 22:41:09,card_031,8.58,Metro,grocery,in_person,CA,CA,,,2026-04-26,False,22,6,1,0,0.24711981566820276,1,0,0,0,1,5,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000543,2026-04-26 23:35:32,card_029,42.13,Chipotle,restaurant,in_person,CA,CA,,,2026-04-26,False,23,6,1,0,1.2568615751789978,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000280,2026-04-26 23:46:30,card_015,32.18,Videotron,utilities,online,CA,CA,dev_22a1b746,24.114.92.194,2026-04-26,False,23,6,1,0,0.6574055158324821,1,0,0,0,0,10,2,0.0,Score 0.00: General anomalous behavior detected by model
tx_000800,2026-04-27 01:18:41,card_042,11.08,Etsy,online_retail,online,US,US,dev_33892b01,208.54.177.176,2026-04-27,False,1,0,0,0,0.6386167146974063,1,0,0,0,0,6,2,0.05,Score 0.05: General anomalous behavior detected by model
tx_000705,2026-04-27 04:29:44,card_038,11.71,La Banquise,restaurant,in_person,CA,CA,,,2026-04-27,False,4,0,0,0,0.7806666666666667,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000286,2026-04-27 05:22:43,card_015,58.15,Cafe Olimpico,restaurant,in_person,CA,CA,,,2026-04-27,False,5,0,0,0,1.1879468845760979,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000413,2026-04-27 06:05:05,card_022,15.99,Spotify,subscription,online,CA,SE,dev_7730dc61,24.114.242.137,2026-04-27,False,6,0,0,0,0.48308157099697885,0,1,0,0,0,8,2,0.0,Score 0.00: Cardholder country does not match merchant country
tx_000765,2026-04-27 08:03:19,card_041,15.99,Spotify,subscription,online,CA,SE,dev_614ef198,70.50.233.125,2026-04-27,False,8,0,0,0,0.6225423398870936,0,1,0,0,0,8,2,0.0,Score 0.00: Cardholder country does not match merchant country
tx_000268,2026-04-27 08:51:14,card_014,10.15,McDonald's,restaurant,in_person,FR,FR,,,2026-04-27,False,8,0,0,0,0.553133514986376,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000745,2026-04-27 10:52:57,card_040,42.54,Schwartz's,restaurant,in_person,CA,CA,,,2026-04-27,False,10,0,0,0,2.1158915692613776,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000870,2026-04-27 11:37:42,card_047,50.57,AliExpress,online_retail,online,CA,CN,dev_dcad83da,70.50.163.45,2026-04-27,False,11,0,0,0,2.2034858387799563,0,1,0,0,0,6,2,0.0,Score 0.00: Cardholder country does not match merchant country
tx_000221,2026-04-27 14:25:17,card_011,83.08,La Banquise,restaurant,in_person,CA,CA,,,2026-04-27,False,14,0,0,0,7.996150144369586,1,0,0,0,1,7,1,0.01,Score 0.01: Amount is 8.0x the cardholder's typical median
tx_000102,2026-04-27 14:29:34,card_005,13.47,Bell Canada,utilities,online,CA,CA,dev_379050df,70.50.100.196,2026-04-27,False,14,0,0,0,0.6738369184592297,1,0,0,0,0,10,2,0.01,Score 0.01: General anomalous behavior detected by model
tx_000235,2026-04-27 14:31:18,card_012,18.72,QuickPay Online,online_retail,online,CA,CA,dev_08e633ee,24.114.188.24,2026-04-27,False,14,0,0,0,0.9509779019558038,1,0,0,0,0,6,2,0.32,Score 0.32: General anomalous behavior detected by model
tx_000717,2026-04-27 15:22:21,card_038,17.43,Starbucks,restaurant,in_person,CA,CA,,,2026-04-27,False,15,0,0,0,1.162,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000124,2026-04-27 15:39:26,card_007,49.23,Bell Canada,utilities,online,US,CA,dev_5d017d53,172.58.207.216,2026-04-27,False,15,0,0,0,1.23075,0,1,0,0,0,10,2,0.0,Score 0.00: Cardholder country does not match merchant country
tx_000091,2026-04-27 16:10:58,card_005,23.91,Etsy,online_retail,online,CA,US,dev_45d2fa60,70.50.150.173,2026-04-27,False,16,0,0,0,1.1960980490245123,0,1,0,0,0,6,2,0.01,Score 0.01: Cardholder country does not match merchant country
tx_000909,2026-04-27 16:24:38,card_049,9.99,Spotify,subscription,online,CA,SE,dev_2d66c302,142.112.36.209,2026-04-27,False,16,0,0,0,0.624765478424015,0,1,0,0,0,8,2,0.0,Score 0.00: Cardholder country does not match merchant country
tx_000764,2026-04-27 19:47:46,card_041,85.73,Loblaws,grocery,in_person,CA,CA,,,2026-04-27,False,19,0,0,0,3.3377457660112904,1,0,0,0,1,5,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000111,2026-04-27 21:22:15,card_006,22.43,Etsy,online_retail,online,CA,US,dev_1321b774,142.112.233.250,2026-04-27,False,21,0,0,0,0.5228438228438228,0,1,0,0,0,6,2,0.04,Score 0.04: Cardholder country does not match merchant country
tx_000577,2026-04-27 22:00:32,card_031,25.75,Bell Canada,utilities,online,CA,CA,dev_3692eb01,70.50.84.88,2026-04-27,False,22,0,0,0,0.741647465437788,1,0,0,0,0,10,2,0.0,Score 0.00: General anomalous behavior detected by model
tx_000023,2026-04-27 22:48:21,card_001,100.0,Desjardins ATM,atm,atm,CA,CA,,,2026-04-27,False,22,0,0,0,1.8021265092809515,1,0,0,0,1,0,0,0.0,Score 0.00: General anomalous behavior detected by model
tx_000412,2026-04-28 00:24:46,card_022,15.99,Netflix,subscription,online,CA,US,dev_7730dc61,24.114.188.85,2026-04-28,False,0,1,0,0,0.48308157099697885,0,1,0,0,0,8,2,0.0,Score 0.00: Cardholder country does not match merchant country
tx_000377,2026-04-28 00:46:14,card_020,40.0,RBC ATM,atm,atm,US,US,,,2026-04-28,False,0,1,0,0,1.1890606420927468,1,0,0,0,1,0,0,0.0,Score 0.00: General anomalous behavior detected by model
tx_000813,2026-04-28 00:52:11,card_043,27.3,Cineplex,entertainment,in_person,CA,CA,,,2026-04-28,False,0,1,0,0,1.4068539036330843,1,0,0,0,1,2,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000788,2026-04-28 01:15:32,card_042,10.98,Whole Foods,grocery,in_person,US,US,,,2026-04-28,False,1,1,0,0,0.6328530259365994,1,0,0,0,1,5,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000883,2026-04-28 01:25:24,card_047,7.67,Metro,grocery,in_person,CA,CA,,,2026-04-28,False,1,1,0,0,0.33420479302832246,1,0,0,0,1,5,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000635,2026-04-28 03:23:09,card_034,18.63,AliExpress,online_retail,online,CA,CN,dev_a0256e48,99.225.24.42,2026-04-28,False,3,1,0,0,1.2280817402768622,0,1,0,0,0,6,2,0.04,Score 0.04: Cardholder country does not match merchant country
tx_000750,2026-04-28 04:20:31,card_040,9.99,Netflix,subscription,online,CA,US,dev_abd8db53,70.50.138.4,2026-04-28,False,4,1,0,0,0.4968913205670231,0,1,0,0,0,8,2,0.0,Score 0.00: Cardholder country does not match merchant country
tx_000110,2026-04-28 04:22:19,card_006,42.9,Cafe Olimpico,restaurant,in_person,CA,CA,,,2026-04-28,False,4,1,0,0,1.0,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000664,2026-04-28 04:55:37,card_036,69.81,Whole Foods,grocery,in_person,CA,CA,,,2026-04-28,False,4,1,0,0,1.398997995991984,1,0,0,0,1,5,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000466,2026-04-28 05:05:43,card_025,30.09,Hydro-Quebec,utilities,online,CA,CA,dev_d9156309,70.50.69.85,2026-04-28,False,5,1,0,0,1.1564181398923905,1,0,0,0,0,10,2,0.0,Score 0.00: General anomalous behavior detected by model
tx_000075,2026-04-28 05:23:00,card_004,20.0,Desjardins ATM,atm,atm,CA,CA,,,2026-04-28,False,5,1,0,0,0.8497981729339282,1,0,0,0,1,0,0,0.0,Score 0.00: General anomalous behavior detected by model
tx_000352,2026-04-28 06:04:40,card_019,15.99,Spotify,subscription,online,CA,SE,dev_95204a30,24.114.135.78,2026-04-28,False,6,1,0,0,0.49673811742777263,0,1,0,0,0,8,2,0.0,Score 0.00: Cardholder country does not match merchant country
tx_000355,2026-04-28 06:46:21,card_019,19.99,Spotify,subscription,online,CA,SE,dev_95204a30,99.225.230.92,2026-04-28,False,6,1,0,0,0.6210003106554831,0,1,0,0,0,8,2,0.0,Score 0.00: Cardholder country does not match merchant country
tx_000132,2026-04-28 08:49:10,card_007,37.6,Petro-Canada,gas,in_person,US,US,,,2026-04-28,False,8,1,0,0,0.9400000000000001,1,0,0,0,1,3,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000101,2026-04-28 10:08:24,card_005,6.11,Loblaws,grocery,in_person,CA,CA,,,2026-04-28,False,10,1,0,0,0.3056528264132066,1,0,0,0,1,5,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000487,2026-04-28 10:15:04,card_026,36.55,Chipotle,restaurant,in_person,US,US,,,2026-04-28,False,10,1,0,0,1.6512310819968377,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000259,2026-04-28 10:18:21,card_013,201.67,AliExpress,online_retail,online,CA,CN,dev_e5c2222f,99.225.179.199,2026-04-28,False,10,1,0,0,4.1542898341744765,0,1,0,0,0,6,2,0.0,Score 0.00: Cardholder country does not match merchant country
tx_000385,2026-04-28 11:12:53,card_020,5.57,McDonald's,restaurant,in_person,US,US,,,2026-04-28,False,11,1,0,0,0.16557669441141498,1,0,0,0,1,7,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000916,2026-04-28 12:10:09,card_049,60.0,Desjardins ATM,atm,atm,CA,CA,,,2026-04-28,False,12,1,0,0,3.75234521575985,1,0,0,0,1,0,0,0.0,Score 0.00: General anomalous behavior detected by model
tx_000448,2026-04-28 13:18:04,card_024,37.51,Whole Foods,grocery,in_person,CA,CA,,,2026-04-28,False,13,1,0,0,0.93775,1,0,0,0,1,5,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000395,2026-04-28 13:52:10,card_021,66.91,Etsy,online_retail,online,CA,US,dev_f61b4d97,70.50.81.171,2026-04-28,False,13,1,0,0,1.3476334340382676,0,1,0,0,0,6,2,0.02,Score 0.02: Cardholder country does not match merchant country
tx_000141,2026-04-28 14:57:11,card_007,24.16,Metro,grocery,in_person,US,US,,,2026-04-28,False,14,1,0,0,0.604,1,0,0,0,1,5,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000621,2026-04-28 15:17:04,card_033,11.94,IGA,grocery,in_person,GB,GB,,,2026-04-28,False,15,1,0,0,0.19104,1,0,0,0,1,5,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000056,2026-04-28 16:22:50,card_003,60.0,Desjardins ATM,atm,atm,CA,CA,,,2026-04-28,False,16,1,0,0,1.388567461235825,1,0,0,0,1,0,0,0.0,Score 0.00: General anomalous behavior detected by model
tx_000198,2026-04-28 17:05:07,card_010,12.19,Shell,gas,in_person,US,US,,,2026-04-28,False,17,1,0,0,0.43691756272401433,1,0,0,0,1,3,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000057,2026-04-28 17:33:50,card_003,15.99,Disney+,subscription,online,CA,US,dev_d52ac3b8,99.225.207.204,2026-04-28,False,17,1,0,0,0.37005322841934735,0,1,0,0,0,8,2,0.0,Score 0.00: Cardholder country does not match merchant country
tx_000499,2026-04-28 18:05:51,card_027,132.32,Cineplex,entertainment,in_person,CA,CA,,,2026-04-28,False,18,1,0,0,4.020051648184718,1,0,0,0,1,2,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000292,2026-04-28 18:21:34,card_015,76.91,Shell,gas,in_person,CA,CA,,,2026-04-28,False,18,1,0,0,1.5711950970377935,1,0,0,0,1,3,1,0.0,Score 0.00: General anomalous behavior detected by model
tx_000061,2026-04-28 18:40:26,card_003,74.47,QuickPay Online,online_retail,online,CA,CA,dev_6fdbe52d,142.112.113.7,2026-04-28,False,18,1,0,0,1.7234436473038648,1,0,0,0,0,6,2,0.03,Score 0.03: General anomalous behavior detected by model
tx_000570,2026-04-28 18:57:37,card_030,11.54,La Banquise,restaurant,in_person,DE,DE,,,2026-04-28,False,18,1,0,1,0.33294864396999424,1,0,0,0,1,7,1,0.01,Score 0.01: General anomalous behavior detected by model
tx_000348,2026-04-28 19:47:38,card_019,124.45,QuickPay Online,online_retail,online,CA,CA,dev_95204a30,142.112.190.254,2026-04-28,False,19,1,0,0,3.866107486797142,1,0,0,0,0,6,2,0.02,Score 0.02: General anomalous behavior detected by model
tx_000289,2026-04-28 20:45:17,card_015,30.31,Esso,gas,in_person,CA,CA,,,2026-04-28,False,20,1,0,0,0.6192032686414708,1,0,0,0,1,3,1,0.0,Score 0.00: General anomalous behavior detected by model
