transaction_id,card_id,amount,is_fraud,confidence_score,explanation
tx_000289,card_015,30.31,False,0.95,No fraud signals were triggered. The transaction is consistent with the cardholder's location and previous gas station activity.
tx_000711,card_038,21.29,False,0.98,No suspicious boolean signals detected. The amount is consistent with the cardholder's recent history at similar merchants.
tx_000372,card_020,9.99,False,0.98,No suspicious boolean signals detected. The transaction is a standard subscription amount within the cardholder's home country.
tx_000497,card_027,40.0,False,0.95,"While 'Missing Device ID' is True, this is normal for the ATM channel. No other fraud signals are present."
tx_000580,card_031,67.56,False,0.92,No boolean signals are True and the amount multiplier (3.9x) is well below the 10x threshold for high-risk transactions.
tx_000651,card_035,71.19,False,0.88,"Only one boolean signal (Cross Border Mismatch) is True, which is expected for a transaction with AliExpress. The amount multiplier is not extreme."
tx_000731,card_039,38.44,False,0.85,"Only one boolean signal (Cross Border Mismatch) is True. Recent history shows the card was used at Joe Beef in Canada, suggesting the cardholder is traveling, which explains the mismatch."
tx_000186,card_010,25.36,False,0.98,"No fraud signals were detected. The transaction is domestic, in-person, and consistent with the cardholder's history."
tx_000142,card_007,54.22,False,0.9,"Only one boolean signal (Cross Border Mismatch) is True. Extensive recent history in Canada (Bell Canada, Petro-Canada, Metro) indicates the cardholder is traveling or residing in Canada."
tx_000609,card_033,69.77,False,0.9,"No boolean signals are True. While the card was recently used in Canada, the current transaction is in the cardholder's home country (GB), which is consistent with returning from travel."
tx_000329,card_018,20.0,False,0.95,"Only one boolean signal (Missing Device ID) is True. However, the transaction channel is an ATM, where a device ID is not applicable, making this normal behavior."
tx_000210,card_011,4.13,False,0.98,No fraud signals were triggered. The transaction amount is low and consistent with the cardholder's history.
tx_000006,card_000,82.96,False,0.98,No fraud signals were triggered. The amount multiplier is low (1.6x) and the transaction is domestic.
tx_000799,card_042,33.17,False,0.95,No fraud signals were triggered. The amount multiplier (3.0x) is well below the high-risk threshold of 10x.
tx_000416,card_022,86.33,False,0.9,"Although the amount multiplier is 5.4x, it does not meet the 10x threshold for automatic fraud detection, and no other risk signals are present."
tx_000573,card_031,33.81,False,0.98,No fraud signals were triggered. The transaction is domestic and the amount is consistent with typical grocery spending.
tx_000538,card_029,80.0,False,0.95,"Only one boolean signal is True (Missing Device ID), which is normal for the ATM channel. The amount multiplier is moderate and does not trigger fraud rules."
tx_000321,card_017,200.0,False,0.85,The amount multiplier is high (8.9x) but remains below the 10x threshold. Missing Device ID is expected for ATM transactions.
tx_000066,card_003,53.66,False,0.99,"No fraud signals were detected, and the amount multiplier is 1.0x, indicating a standard transaction."
tx_000520,card_028,200.0,False,0.95,"Only one boolean signal is True (Missing Device ID), which is standard for ATM transactions. No other suspicious indicators are present."
tx_000068,card_003,13.99,False,0.9,"Cross Border Mismatch is present, but this is typical for a US-based subscription service like Netflix for a Canadian cardholder."
tx_000127,card_007,45.67,False,0.98,No fraud signals were triggered. The transaction amount is consistent with the cardholder's recent spending history.
tx_000325,card_017,11.04,False,0.85,"While a cross-border mismatch was detected, it is common for online retail (eBay). No other suspicious signals or missing device IDs were present."
tx_000695,card_037,36.67,False,0.99,No fraud signals detected. The transaction is at a merchant (IGA) previously visited by the cardholder.
tx_000418,card_022,21.41,False,0.98,No fraud signals were triggered. The transaction is a standard in-person purchase within the cardholder's home country.
tx_000476,card_025,26.02,False,0.85,"A cross-border mismatch was detected, but this is typical for online retail (Etsy). No other boolean signals were triggered to indicate fraud."
tx_000103,card_005,20.01,False,0.98,No fraud signals detected. The transaction is consistent with the cardholder's history of payments to the same merchant.
tx_000490,card_026,22.06,False,0.98,No fraud signals detected. This is a standard in-person transaction within the cardholder's home country.
tx_000879,card_047,21.98,False,0.98,No fraud signals detected. The transaction is a typical in-person grocery purchase within the cardholder's home country.
tx_000083,card_004,19.99,False,0.85,"While a cross-border mismatch is present, Spotify is a Swedish company, making this a normal pattern for this merchant. No other suspicious signals were detected."
tx_000172,card_009,8.41,False,0.95,"No fraud signals detected. Although there is no previous history, the transaction is a low-value, in-person purchase in the cardholder's home country."
tx_000689,card_037,27.13,False,0.95,No fraud signals were triggered. The transaction amount and merchant category are consistent with the cardholder's recent history.
tx_000900,card_048,16.86,False,0.95,No fraud signals were triggered. The transaction is in-person within the cardholder's home country and aligns with previous spending patterns.
tx_000140,card_007,52.34,False,0.8,"While there is a cross-border mismatch, the cardholder's recent history shows multiple transactions in Canada (Metro, Videotron, Provigo), suggesting legitimate travel."
tx_000397,card_021,39.25,False,0.95,No fraud signals were triggered. The transaction is a standard in-person purchase consistent with the user's location and history.
tx_000536,card_028,25.26,False,0.85,"A cross-border mismatch is present, but this is common for online retail (Etsy) and is consistent with the user's previous online shopping at eBay."
tx_000496,card_026,73.92,False,0.95,No fraud signals detected. The amount multiplier is low and the transaction is consistent with the cardholder's history at the same merchant.
tx_000612,card_033,15.66,False,0.95,"No fraud signals detected. The transaction is in-person, within the cardholder's country, and the amount is low."
tx_000565,card_030,52.12,False,0.9,"No fraud signals detected. Although the amount multiplier is 4.5x, it is well below the 10x threshold for high-risk flags."
tx_000143,card_007,43.21,False,0.9,"A cross border mismatch is present, but recent card history shows a consistent pattern of payments to other Canadian utility and retail providers."
tx_000859,card_046,11.99,False,0.85,"A cross border mismatch is present, but this is typical for global subscription services like Disney+ and no other suspicious signals were detected."
tx_000310,card_016,25.62,False,0.95,No suspicious signals detected. The transaction is a standard in-person grocery purchase within the cardholder's home country.
tx_000862,card_046,100.0,False,0.8,"Only one boolean signal is true (Missing Device ID), which is expected for the ATM channel. The amount is a standard withdrawal value."
tx_000260,card_013,76.05,False,0.85,"While there is a cross-border mismatch, the cardholder has a documented history of online shopping with international merchants like AliExpress."
tx_000422,card_022,68.47,False,0.95,No suspicious signals detected. The transaction is consistent with the cardholder's recent history of in-person spending at the same merchant.
tx_000878,card_047,12.98,False,0.85,"A cross-border mismatch is present, but the transaction amount is low and aligns with the user's previous online retail behavior."
tx_000513,card_027,26.97,False,0.98,"No fraud signals detected. The transaction is a low-value, in-person purchase within the cardholder's home country."
tx_000855,card_046,19.99,False,0.9,"While there is a cross-border mismatch, this is typical for a US-based subscription service like Disney+. No other suspicious signals were triggered."
tx_000161,card_008,86.69,False,0.95,No fraud signals detected. The transaction is a standard in-person gas station purchase within the cardholder's country.
tx_000135,card_007,46.88,False,0.9,No fraud signals detected. The transaction is consistent with the cardholder's country and typical grocery spending patterns.
tx_000188,card_010,200.0,True,0.95,"The amount multiplier is extremely high (10.7x) compared to recent history, and the device ID is missing, which strongly indicates fraudulent activity."
tx_000865,card_046,11.99,False,0.95,"Only one signal (Cross Border Mismatch) is present, which is common for US-based subscription services like Disney+ for Canadian users."
tx_000753,card_040,22.28,False,0.99,"No fraud signals were detected, and the transaction is a standard in-person purchase within the cardholder's home country."
tx_000374,card_020,13.53,False,0.9,Only one signal (Cross Border Mismatch) is present. The transaction amount is low and does not trigger any other fraud rules.
tx_000563,card_030,44.63,False,0.95,"No fraud signals detected. Recent history suggests the cardholder is traveling between Canada and Germany, making the current transaction normal."
tx_000685,card_037,93.03,False,0.98,"No fraud signals were detected, and the amount multiplier is well below the threshold for suspicious activity."
tx_000709,card_038,15.88,False,0.98,No suspicious signals detected. The transaction amount and location are consistent with the cardholder's recent history in Canada.
tx_000062,card_003,26.48,False,0.98,No suspicious signals detected. The online transaction is consistent with the cardholder's established pattern of online retail and subscription spending.
tx_000814,card_043,18.73,False,0.98,No suspicious signals detected. The transaction is for a utility provider within the cardholder's home country with no red flags.
tx_000693,card_037,109.99,False,0.9,"Although the amount multiplier is 3.0x, it does not reach the extreme threshold (>10x) defined in the rules, and no other fraud signals are present."
tx_000038,card_002,24.11,False,0.98,No suspicious signals detected. This is a standard in-person grocery purchase consistent with the cardholder's country.
tx_000294,card_015,19.15,False,0.9,"Only one boolean signal (Cross Border Mismatch) is present, which is typical for AliExpress. No other fraud indicators or missing device IDs were detected."
tx_000052,card_002,15.66,False,0.98,"No fraud signals detected. The transaction is local, in-person, and consistent with the cardholder's spending patterns."
tx_000284,card_015,58.27,False,0.95,No fraud signals detected. The transaction is a local utility payment with a reasonable amount multiplier.
tx_000727,card_039,9.39,False,0.85,"While there is a cross-border mismatch, the card's recent history shows consistent usage within Canada, suggesting the cardholder is currently located there."
tx_000554,card_029,19.99,False,0.9,Cross border mismatch is expected for a US-based subscription service like Disney+. No other suspicious signals or missing device IDs are present.
tx_000877,card_047,43.8,False,0.95,"No fraud signals detected. The transaction is a low-amount, in-person grocery purchase within the cardholder's home country."
tx_000388,card_020,42.29,False,0.9,"Only one signal (Cross Border Mismatch) is present, which is common for global retailers like AliExpress. No other suspicious indicators are present."
tx_000656,card_035,21.07,False,0.9,"Only one signal (Cross Border Mismatch) is present, which is typical for global marketplaces like Etsy. No other suspicious indicators are present."
tx_000073,card_003,43.21,False,0.95,No fraud signals detected. The transaction amount and merchant category are consistent with the cardholder's recent online shopping history.
tx_000895,card_048,80.0,False,0.9,Missing Device ID is normal for ATM transactions. The amount is reasonable given the cardholder's history of ATM withdrawals in the same country.
tx_000047,card_002,19.99,False,0.95,"Only one signal (Cross Border Mismatch) is present, which is typical for US-based subscription services like Netflix used by Canadian cardholders."
tx_000460,card_024,40.16,False,0.99,"No fraud signals detected. The transaction is domestic, in-person, and consistent with the user's grocery spending history."
tx_000742,card_040,9.99,False,0.98,"While a Cross Border Mismatch exists, the transaction amount and merchant match a previous legitimate payment in the card's history."
tx_000795,card_042,17.35,False,0.99,"No fraud signals detected. The transaction is domestic, in-person, and the amount is within a normal range for the merchant category."
tx_000692,card_037,34.9,False,0.99,"No fraud signals detected. The transaction is domestic, in-person, and aligns with typical spending patterns."
tx_000678,card_036,49.9,False,0.95,No fraud signals were detected. The transaction amount and merchant category are consistent with the cardholder's recent spending history.
tx_000185,card_010,27.9,False,0.95,No fraud signals were detected. The transaction is within normal spending patterns and occurs in the cardholder's home country.
tx_000504,card_027,14.91,False,0.95,"No fraud signals were detected. While the amount multiplier is low, there are no other indicators of suspicious activity."
tx_000887,card_048,14.96,False,0.85,"Only one boolean signal (Cross Border Mismatch) is present. Given the merchant is Amazon, this is common behavior and does not meet the threshold for fraud without additional signals."
tx_000501,card_027,38.93,False,0.95,No fraud signals were detected. The transaction is consistent with the cardholder's location and previous spending habits.
tx_000446,card_024,61.85,False,0.98,All fraud signal detectors are false and the transaction is consistent with the cardholder's country and recent spending history.
tx_000657,card_035,41.4,False,0.98,No fraud signals were triggered. The amount multiplier is low and the transaction occurs within the cardholder's home country.
tx_000200,card_010,31.84,False,0.98,No fraud signals detected. The transaction is domestic and aligns with the cardholder's recent activity in the US.
tx_000515,card_027,7.24,False,0.98,No fraud signals were triggered. The transaction amount is low and consistent with the cardholder's location and history.
tx_000872,card_047,13.11,False,0.98,All fraud signal detectors are false. The online transaction is domestic and the amount is within a normal range.
tx_000410,card_021,37.43,False,0.95,No fraud signals detected. The transaction is in-person within the cardholder's home country with a normal amount multiplier.
tx_000219,card_011,15.99,False,0.85,"While a cross-border mismatch is present, it is for a US-based subscription service (Disney+), which is common. No other fraud signals were triggered."
tx_000084,card_004,33.15,False,0.95,No fraud signals detected. The transaction is in-person within the cardholder's home country and aligns with typical spending patterns.
tx_000287,card_015,10.04,False,0.95,No fraud signals detected. The transaction is in-person within the cardholder's home country with a low amount multiplier.
tx_000694,card_037,62.35,False,0.95,No fraud signals detected. The transaction is in-person within the cardholder's home country and the amount is within a normal range.
tx_000145,card_008,19.72,False,0.98,"No fraud signals detected. The transaction is for a low amount at a gas station, which is consistent with the cardholder's previous history at Esso."
tx_000224,card_012,20.39,False,0.98,No fraud signals detected. The transaction amount is normal and the merchant category aligns with the cardholder's previous online shopping behavior.
tx_000640,card_034,15.17,False,0.98,No fraud signals detected. This is a standard in-person entertainment transaction with no suspicious indicators.
tx_000307,card_016,31.21,False,0.98,No fraud signals detected. A utility payment is a routine transaction and no risk flags were triggered.
tx_000643,card_034,19.99,False,0.9,"While a cross-border mismatch is present, it is typical for a US-based subscription service like Disney+. No other fraud signals or missing device IDs were detected."
tx_000437,card_023,2.82,False,0.95,No fraud signals were detected. The transaction is in-person and occurs within the cardholder's home country.
tx_000175,card_009,32.16,False,0.85,"Only one boolean signal (Cross Border Mismatch) is present, which is common for international online retail and does not meet the threshold for fraud."
tx_000427,card_023,4.34,False,0.85,Only one boolean signal (Cross Border Mismatch) is present. The low transaction amount is consistent with typical online retail behavior.
tx_000264,card_014,150.51,False,0.9,"No boolean fraud signals were detected, and the amount multiplier (6.0x) is below the high-risk threshold of 10x."
tx_000028,card_001,289.54,False,0.9,"No boolean fraud signals were detected, and the transaction is domestic with an amount multiplier within normal limits."
tx_000173,card_009,10.85,False,0.98,No fraud signals detected. The transaction amount is low and consistent with the cardholder's recent spending history.
tx_000619,card_033,35.68,False,0.98,All signal detectors are negative. The transaction is a standard in-person purchase within the cardholder's home country.
tx_000898,card_048,42.09,False,0.92,"No boolean fraud signals were triggered. While the amount multiplier is slightly elevated at 2.5x, it does not meet the threshold for fraud."
tx_000642,card_034,13.76,False,0.85,"Only one signal (Cross Border Mismatch) is True. Per investigation rules, this alone is not sufficient for a fraud flag, especially since the Device ID is present."
tx_000054,card_002,25.92,False,0.98,No fraud signals detected. The transaction is a routine in-person grocery purchase with no suspicious indicators.
tx_000495,card_026,15.99,False,0.98,No fraud signals detected. The transaction is a low-value subscription within the cardholder's own country.
tx_000350,card_019,9.99,False,0.9,"While a cross-border mismatch is present, it is expected for Spotify (a Swedish company). No other suspicious signals were triggered."
tx_000283,card_015,104.78,False,0.9,The transaction is in-person and within the same country. The amount multiplier is not high enough to trigger fraud rules.
tx_000342,card_018,60.0,False,0.9,Missing Device ID is normal for ATM transactions. No other fraud signals are present to suggest illicit activity.
tx_000792,card_042,24.86,False,0.98,No fraud signals detected. The transaction is an in-person purchase within the cardholder's own country.
tx_000665,card_036,20.0,False,0.95,"Only one boolean signal is True (Missing Device ID), which is expected for an ATM channel. The transaction amount and merchant are consistent with the cardholder's recent history."
tx_000393,card_021,27.82,False,0.9,"While there is a Cross Border Mismatch, this is common for online retail. The cardholder has a history of shopping at Etsy, suggesting this is legitimate behavior."
tx_000276,card_014,22.75,False,0.9,"Cross Border Mismatch is present, but typical for a global merchant like Amazon. No other suspicious signals or high-risk patterns were detected."
